"","totals","taxonomy"
"UNI24649",349,"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium matruchotii ATCC 14266"
"UNI6811",348,"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Solanum melongena (eggplant)"
"UNI21336",348,"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium 1;Corynebacterium sp. 110393"
"UNI99",347,"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Squalius pyrenaicus"
"UNI14362",345,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Granulicatella elegans ATCC 700633"
"UNI18568",345,"Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Congregibacter;gamma proteobacterium NOR5-3"
"UNI24129",344,"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;marine metagenome"
"UNI20117",344,"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;uncultured bacterium"
"UNI6377",343,"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia sp. 9145"
"UNI19737",343,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group;human gut metagenome"
"UNI21007",343,"Bacteria;Bacteroidetes;Bacteroidetes VC2.1 Bac22;uncultured Bacteroidetes bacterium"
"UNI16527",342,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus camelliae DSM 22697 = JCM 13995"
"UNI23595",342,"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;Planctomycetaceae bacterium FC18"
"UNI4431",341,"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;Alkanindiges sp. JJ005"
"UNI19592",341,"Bacteria;Planctomycetes;OM190;uncultured Planctomycetaceae bacterium"
"UNI20957",341,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;Oceanicola sp. 40"
"UNI19926",340,"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter sp. TB2"
"UNI20876",340,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicola;Pseudooceanicola nanhaiensis DSM 18065"
"UNI21433",340,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroidales bacterium Bact_03"
"UNI29895",339,"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;Lautropia mirabilis ATCC 51599"
"UNI30428",339,"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;marine metagenome"
"UNI21924",338,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga sp. oral taxon 863 str. F0517"
"UNI20669",338,"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Lewinella;uncultured Bacteroidetes bacterium"
"UNI21928",338,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium iners"
"UNI13103",337,"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;uncultured bacterium"
"UNI28911",337,"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax;Curvibacter sp. PAE-UM"
"UNI21624",337,"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;uncultured bacterium"
"UNI22917",337,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;Rhodovulum sulfidophilum DSM 1374"
"UNI19937",336,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;Erythromicrobium ramosum"
"UNI24730",336,"Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Parvimonas;Parvimonas micra A293"
"UNI24845",336,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured Flavobacterium sp."
"UNI15760",335,"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;uncultured bacterium"
"UNI21296",335,"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;BAL58 marine group;uncultured marine microorganism"
"UNI29462",335,"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;uncultured planctomycete"
"UNI28687",334,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister invisus DSM 15470"
"UNI6225",333,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus plantarum"
"UNI17404",332,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;Bosea vaviloviae"
"UNI32614",332,"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Paeniclostridium;Paeniclostridium sordellii"
"UNI14942",331,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;unidentified"
"UNI19761",331,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus sakei subsp. carnosus DSM 15831"
"UNI30036",330,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Porphyrobacter mercurialis"
"UNI35929",330,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia wadei F0279"
"UNI22262",330,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;Prionitis lanceolata gall symbiont"
"UNI22513",329,"Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);Blastocatella;uncultured Acidobacteria bacterium"
"UNI8519",328,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Sphaeropthalma orestes"
"UNI27490",328,"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rivibacter;Rivibacter sp. VITPRS2"
"UNI3280",327,"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium diphtheriae bv. intermedius str. NCTC 5011"
"UNI14308",327,"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"
"UNI4482",325,"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas sp. FWC14"
"UNI24815",325,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia sp. oral clone FP036"
"UNI18744",324,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. MEB061"
"UNI17662",324,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter;Algibacter sp. GY6"
"UNI25134",324,"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group;uncultured bacterium"
"UNI19923",323,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella denticola"
"UNI19642",323,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;uncultured bacterium"
"UNI21570",323,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga sp. oral taxon 336 str. F0502"
"UNI31893",323,"Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus sp. RL"
"UNI34",321,"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas viridiflava"
"UNI12930",321,"Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium animalis subsp. animalis IM386"
"UNI13016",320,"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella putrefaciens JCM 20190 = NBRC 3908"
"UNI21386",320,"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;uncultured bacterium"
"UNI24358",320,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Craurococcus;uncultured bacterium"
"UNI12798",319,"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter baylyi"
"UNI15664",319,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Granulicatella elegans ATCC 700633"
"UNI24427",319,"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;XZXXH163;uncultured bacterium"
"UNI23789",319,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;uncultured bacterium"
"UNI30356",319,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;uncultured bacterium"
"UNI24166",318,"Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;anaerobic digester metagenome"
"UNI23584",318,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus sanguinis"
"UNI36440",318,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera massiliensis"
"UNI17604",317,"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium 1;Corynebacterium jeikeium"
"UNI24185",317,"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter;Hymenobacter sp. TAPP3"
"UNI27958",317,"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;uncultured planctomycete"
"UNI11728",315,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Sphaeropthalma orestes"
"UNI32891",315,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;uncultured bacterium"
"UNI23137",314,"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia;Rothia dentocariosa"
"UNI33201",313,"Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium"
"UNI22004",313,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;unidentified"
"UNI24169",313,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Desemzia;Desemzia incerta"
"UNI17246",312,"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae"
"UNI22089",312,"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;Salinicoccus alkaliphilus"
"UNI22534",312,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Maritalea;Maritalea porphyrae"
"UNI23262",312,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria;Pseudoruegeria sabulilitoris"
"UNI21878",311,"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;uncultured;uncultured bacterium"
"UNI19491",311,"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;uncultured bacterium"
"UNI21781",311,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;uncultured bacterium"
"UNI19770",310,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;Croceicoccus naphthovorans"
"UNI20591",310,"Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Zoogloea;Zoogloea sp. EMB 357"
"UNI24199",308,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;uncultured bacterium"
"UNI27235",307,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter pseudonitzschiae"
"UNI36593",307,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas 3;Selenomonas dianae"
"UNI19233",306,"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. YT0003"
"UNI20233",306,"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium 1;Corynebacterium sp. 110393"
"UNI17126",305,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus johnsonii ATCC 33200"
"UNI33879",305,"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;Brachybacterium phenoliresistens"
"UNI23432",302,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella denticola"
"UNI14952",301,"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. V48"
"UNI19006",301,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia sp."
"UNI24898",301,"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Tepidicella;Tepidicella xavieri"
"UNI25157",301,"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;uncultured planctomycete"
"UNI31658",301,"Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured bacterium"
"UNI17678",300,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Castanea mollissima (Chinese chestnut)"
"UNI25555",300,"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. 0-1"
"UNI11347",299,"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. V48"
"UNI21861",299,"Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured bacterium"
"UNI21254",299,"Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium"
"UNI19359",298,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;Leuconostoc inhae KCTC 3774"
"UNI21737",298,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;Tenacibaculum maritimum"
"UNI23935",298,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas mucosa ATCC BAA-692"
"UNI25098",298,"Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;uncultured bacterium"
"UNI32042",298,"Bacteria;Actinobacteria;Actinobacteria;PeM15;marine metagenome"
"UNI19289",297,"Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium"
"UNI20612",297,"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] torques group;uncultured bacterium"
"UNI28627",297,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax;uncultured organism"
"UNI21913",296,"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna;marine metagenome"
"UNI31428",296,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria;Pseudoruegeria sabulilitoris"
"UNI36755",296,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;uncultured marine bacterium"
"UNI23363",295,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium japonicum"
"UNI17601",295,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;uncultured bacterium"
"UNI18980",295,"Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia;Parascardovia denticolens F0305"
"UNI27063",295,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;Pseudoruegeria sp. JC2225"
"UNI33367",295,"Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus sp. Lab-1"
"UNI6044",294,"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;uncultured bacterium"
"UNI35667",294,"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;Psychromonas marina"
"UNI21096",293,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium qiangtangense"
"UNI23447",293,"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia"
"UNI28931",293,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus salivarius SMXD51"
"UNI19579",292,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;uncultured marine microorganism"
"UNI24808",291,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavirhabdus;Bizionia sp. PZ-13"
"UNI22412",290,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas jaspsi"
"UNI22891",289,"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;uncultured Asticcacaulis sp."
"UNI23366",288,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium periodonticum 2_1_31"
"UNI29175",288,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella maculosa DSM 19339 = JCM 15638"
"UNI26473",287,"Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;Cardiobacterium hominis ATCC 15826"
"UNI23723",287,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavirhabdus;Bizionia sp. PZ-13"
"UNI24900",287,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;uncultured;uncultured bacterium"
"UNI35152",287,"Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;uncultured bacterium"
"UNI17736",286,"Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured bacterium"
"UNI28308",286,"Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224"
"UNI17735",284,"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Conyzicola;uncultured bacterium"
"UNI36570",284,"Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;uncultured bacterium"
"UNI20224",283,"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;unidentified"
"UNI22349",282,"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;Kocuria marina"
"UNI31837",282,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;uncultured bacterium"
"UNI15179",281,"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii ATCC 43553"
"UNI25921",281,"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter;Hymenobacter sp. TAPP3"
"UNI22442",281,"Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus;Peptoniphilus lacrimalis DSM 7455"
"UNI35869",280,"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter baumannii"
"UNI22469",280,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;uncultured bacterium"
"UNI21467",279,"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. Smarlab 3301786"
"UNI23154",279,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Desemzia;Desemzia incerta"
"UNI23371",279,"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum;uncultured bacterium"
"UNI28457",279,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Rhizomicrobium;uncultured alpha proteobacterium"
"UNI15925",278,"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter aphrophilus"
"UNI25233",277,"Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;uncultured actinobacterium"
"UNI27829",277,"Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus;uncultured bacterium"
"UNI36506",275,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;Muricauda sp. mur2"
"UNI17649",274,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas astaxanthinifaciens DSM 22298"
"UNI22061",274,"Bacteria;Firmicutes;Clostridia;Halanaerobiales;ODP1230B8.23;uncultured bacterium"
"UNI27146",274,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter;Gemmobacter sp. LW-1"
"UNI16076",273,"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella putrefaciens JCM 20190 = NBRC 3908"
"UNI19786",273,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Humitalea;Roseomonas sp. S-NB-16"
"UNI20404",272,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Ellin6055;bacterium Ellin6055"
"UNI26633",272,"Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio hispanicus"
"UNI17973",271,"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens CC14M"
"UNI14457",271,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus sanguinis"
"UNI24899",271,"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. JC267"
"UNI22012",271,"Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera;Kineosporiaceae bacterium DSD2"
"UNI28414",271,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;uncultured bacterium"
"UNI34843",270,"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter;uncultured bacterium"
"UNI24922",269,"Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia;Gordonia sputi NBRC 100414"
"UNI34925",268,"Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus geothermalis"
"UNI23782",268,"Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia;uncultured bacterium"
"UNI20638",267,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus sanguinis"
"UNI29537",267,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium japonicum"
"UNI25837",267,"Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Hydrogenobacter;Hydrogenobacter subterraneus"
"UNI33703",267,"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Phaeodactylibacter;Phaeodactylibacter xiamenensis"
"UNI25305",266,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;uncultured bacterium"
"UNI25566",266,"Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;uncultured bacterium"
"UNI26848",266,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;uncultured bacterium"
"UNI27768",265,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III;Caldicellulosiruptor;Caldicellulosiruptor sp. Wai35.B1"
"UNI25647",265,"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Craurococcus;uncultured bacterium"
"UNI13706",264,"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas sp. S2151"
"UNI25600",264,"Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera;uncultured bacterium"
"UNI30864",264,"Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;uncultured gamma proteobacterium"
"UNI12607",263,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus helveticus CIRM-BIA 953"
"UNI30056",263,"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium succinicans LMG 10402"
"UNI22994",262,"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Novosphingobium sp. HME8448"
"UNI17802",262,"Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Nitrococcus;unidentified"
"UNI24735",262,"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;Kingella oralis ATCC 51147"
"UNI32161",262,"Bacteria;Bacteroidetes;Bacteroidetes Incertae Sedis;Order III;uncultured;uncultured bacterium"
"UNI22483",261,"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;Abiotrophia defectiva"
